filename,width,height,class,xmin,ymin,xmax,ymax
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,227,368,239,384
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,328,320,341,357
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,241,294,253,310
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,255,287,268,306
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,280,297,289,316
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,281,368,292,387
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,446,179,461,190
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,186,108,210,120
d--33-_jpg.rf.7b594b748ca1a20c06e43b85bc31bd75.jpg,563,537,Microplastic,45,0,176,38
d--33-_jpg.rf.7b594b748ca1a20c06e43b85bc31bd75.jpg,563,537,Microplastic,296,271,495,450
d--72-_jpg.rf.834f2832ac385eb81c5a5810faf514b2.jpg,563,537,Microplastic,338,385,493,517
d--72-_jpg.rf.834f2832ac385eb81c5a5810faf514b2.jpg,563,537,Microplastic,117,443,222,536
d--13-_jpg.rf.79e413c77f10a17c6d3c6286565f93df.jpg,563,537,Microplastic,119,0,250,60
d--13-_jpg.rf.79e413c77f10a17c6d3c6286565f93df.jpg,563,537,Microplastic,317,0,470,70
d--13-_jpg.rf.79e413c77f10a17c6d3c6286565f93df.jpg,563,537,Microplastic,494,284,562,409
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,163,165,175,198
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,161,0,175,8
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,182,0,199,9
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,106,220,134,240
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,217,270,235,284
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,309,224,335,246
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,345,176,369,207
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,304,136,319,157
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,243,137,261,159
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,315,156,330,170
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,183,110,197,120
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,73,329,100,355
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,67,384,96,408
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,134,424,170,449
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,93,445,114,471
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,384,345,399,363
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,383,386,400,404
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,222,439,235,456
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,70,263,84,276
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,39,366,55,383
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,157,324,170,338
c--140-_jpg.rf.7b5cf5b5bcbb8695b6b4891cd32fbfbc.jpg,563,537,Microplastic,153,0,190,9
c--140-_jpg.rf.7b5cf5b5bcbb8695b6b4891cd32fbfbc.jpg,563,537,Microplastic,188,154,216,183
c--140-_jpg.rf.7b5cf5b5bcbb8695b6b4891cd32fbfbc.jpg,563,537,Microplastic,266,193,299,229
c--140-_jpg.rf.7b5cf5b5bcbb8695b6b4891cd32fbfbc.jpg,563,537,Microplastic,136,229,167,266
c--140-_jpg.rf.7b5cf5b5bcbb8695b6b4891cd32fbfbc.jpg,563,537,Microplastic,371,302,391,330
c--140-_jpg.rf.7b5cf5b5bcbb8695b6b4891cd32fbfbc.jpg,563,537,Microplastic,332,423,366,463
c--140-_jpg.rf.7b5cf5b5bcbb8695b6b4891cd32fbfbc.jpg,563,537,Microplastic,147,448,201,486
c--140-_jpg.rf.7b5cf5b5bcbb8695b6b4891cd32fbfbc.jpg,563,537,Microplastic,73,487,176,536
c--140-_jpg.rf.7b5cf5b5bcbb8695b6b4891cd32fbfbc.jpg,563,537,Microplastic,351,504,398,536
a--2-_jpg.rf.7999ccfff2700d665fa33b4f020235e7.jpg,563,537,Microplastic,234,0,302,73
a--2-_jpg.rf.7999ccfff2700d665fa33b4f020235e7.jpg,563,537,Microplastic,68,50,146,126
a--2-_jpg.rf.7999ccfff2700d665fa33b4f020235e7.jpg,563,537,Microplastic,226,202,300,282
a--2-_jpg.rf.7999ccfff2700d665fa33b4f020235e7.jpg,563,537,Microplastic,122,265,209,350
a--2-_jpg.rf.7999ccfff2700d665fa33b4f020235e7.jpg,563,537,Microplastic,97,433,195,536
f--80-_jpg.rf.7a9a637e61d54a8cd89efcccbde5636f.jpg,563,537,Microplastic,129,85,156,125
f--80-_jpg.rf.7a9a637e61d54a8cd89efcccbde5636f.jpg,563,537,Microplastic,75,99,116,139
f--80-_jpg.rf.7a9a637e61d54a8cd89efcccbde5636f.jpg,563,537,Microplastic,0,132,48,200
f--80-_jpg.rf.7a9a637e61d54a8cd89efcccbde5636f.jpg,563,537,Microplastic,429,277,475,338
f--80-_jpg.rf.7a9a637e61d54a8cd89efcccbde5636f.jpg,563,537,Microplastic,144,314,191,375
f--80-_jpg.rf.7a9a637e61d54a8cd89efcccbde5636f.jpg,563,537,Microplastic,88,500,123,536
d--4-_jpg.rf.81ae2a86ed4fb978be6a19aea9dd76a2.jpg,353,336,Microplastic,106,0,214,69
d--4-_jpg.rf.81ae2a86ed4fb978be6a19aea9dd76a2.jpg,353,336,Microplastic,75,126,245,311
d--74-_jpg.rf.80a5a2fe450b34c87e907c2353478a82.jpg,563,537,Microplastic,264,280,380,380
d--74-_jpg.rf.80a5a2fe450b34c87e907c2353478a82.jpg,563,537,Microplastic,0,418,92,536
d--74-_jpg.rf.80a5a2fe450b34c87e907c2353478a82.jpg,563,537,Microplastic,485,398,562,534
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,24,0,45,9
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,219,76,239,90
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,95,107,118,128
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,317,109,356,139
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,4,122,25,141
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,162,142,172,158
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,196,156,214,171
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,94,160,120,192
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,349,169,371,194
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,172,182,188,199
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,49,192,70,221
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,470,182,542,241
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,369,190,397,249
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,159,214,190,258
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,64,280,91,308
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,482,280,537,329
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,224,295,235,319
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,349,300,371,319
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,0,327,27,381
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,399,367,424,386
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,247,382,264,406
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,42,380,77,421
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,289,380,348,437
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,242,415,257,435
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,442,449,472,478
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,82,454,117,483
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,22,517,64,536
b--163-_jpg.rf.7fd5b51b5318538a12cdc14b88effb50.jpg,563,537,Microplastic,334,522,366,536
a--51-_jpg.rf.7e129b35177308bd618a9d868e56b278.jpg,563,537,Microplastic,226,174,293,263
a--51-_jpg.rf.7e129b35177308bd618a9d868e56b278.jpg,563,537,Microplastic,109,231,183,299
a--51-_jpg.rf.7e129b35177308bd618a9d868e56b278.jpg,563,537,Microplastic,290,342,341,405
a--51-_jpg.rf.7e129b35177308bd618a9d868e56b278.jpg,563,537,Microplastic,31,434,115,513
f--130-_jpg.rf.7852150ca73a83d5dc181c0978743e27.jpg,563,537,Microplastic,162,0,252,44
f--130-_jpg.rf.7852150ca73a83d5dc181c0978743e27.jpg,563,537,Microplastic,390,114,466,183
f--130-_jpg.rf.7852150ca73a83d5dc181c0978743e27.jpg,563,537,Microplastic,116,149,146,168
f--130-_jpg.rf.7852150ca73a83d5dc181c0978743e27.jpg,563,537,Microplastic,292,497,342,536
f--130-_jpg.rf.7852150ca73a83d5dc181c0978743e27.jpg,563,537,Microplastic,130,500,211,536
c--116-_jpg.rf.802c76ffa6e8dfdad98bedf841f2ae65.jpg,563,537,Microplastic,222,52,253,99
c--116-_jpg.rf.802c76ffa6e8dfdad98bedf841f2ae65.jpg,563,537,Microplastic,355,134,404,173
c--116-_jpg.rf.802c76ffa6e8dfdad98bedf841f2ae65.jpg,563,537,Microplastic,330,214,372,244
c--116-_jpg.rf.802c76ffa6e8dfdad98bedf841f2ae65.jpg,563,537,Microplastic,426,324,508,395
d--29-_jpg.rf.80bdfcbb7549c16b410a986ce7fb8d97.jpg,563,537,Microplastic,75,0,209,77
d--29-_jpg.rf.80bdfcbb7549c16b410a986ce7fb8d97.jpg,563,537,Microplastic,509,173,562,308
d--29-_jpg.rf.80bdfcbb7549c16b410a986ce7fb8d97.jpg,563,537,Microplastic,97,271,233,375
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,110,0,141,8
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,162,0,194,7
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,230,0,263,26
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,330,14,347,36
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,200,24,214,44
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,137,40,161,60
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,405,62,430,81
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,129,79,151,92
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,219,97,243,117
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,189,99,208,127
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,227,132,263,163
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,179,140,208,169
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,212,152,233,167
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,274,160,300,188
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,189,170,210,188
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,462,174,490,194
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,140,210,157,228
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,175,212,200,233
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,72,234,91,252
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,449,237,476,270
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,120,247,140,270
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,322,247,346,278
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,382,267,404,290
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,182,304,219,335
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,442,309,482,346
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,175,377,205,416
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,55,415,81,437
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,192,419,225,451
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,107,520,126,536
64_jpg.rf.77aea6402e2ef93b8767f886538f1c2b.jpg,563,537,Microplastic,250,529,277,536
f--77-_jpg.rf.7ec94768ad965f02ef05f084422233b7.jpg,563,537,Microplastic,454,107,487,144
f--77-_jpg.rf.7ec94768ad965f02ef05f084422233b7.jpg,563,537,Microplastic,375,165,422,226
f--77-_jpg.rf.7ec94768ad965f02ef05f084422233b7.jpg,563,537,Microplastic,254,252,291,310
f--77-_jpg.rf.7ec94768ad965f02ef05f084422233b7.jpg,563,537,Microplastic,382,312,425,360
f--77-_jpg.rf.7ec94768ad965f02ef05f084422233b7.jpg,563,537,Microplastic,262,339,301,393
f--77-_jpg.rf.7ec94768ad965f02ef05f084422233b7.jpg,563,537,Microplastic,15,432,76,506
f--41-_jpg.rf.838b9b8fe44bd55f55adccd26541fd5d.jpg,563,537,Microplastic,114,0,181,39
f--41-_jpg.rf.838b9b8fe44bd55f55adccd26541fd5d.jpg,563,537,Microplastic,230,194,280,244
f--41-_jpg.rf.838b9b8fe44bd55f55adccd26541fd5d.jpg,563,537,Microplastic,441,241,525,316
f--41-_jpg.rf.838b9b8fe44bd55f55adccd26541fd5d.jpg,563,537,Microplastic,99,255,153,304
f--41-_jpg.rf.838b9b8fe44bd55f55adccd26541fd5d.jpg,563,537,Microplastic,182,352,219,408
f--41-_jpg.rf.838b9b8fe44bd55f55adccd26541fd5d.jpg,563,537,Microplastic,409,365,484,410
c--149-_jpg.rf.7ba8afd86d487eba8359b4ce88ff4fee.jpg,563,537,Microplastic,377,0,398,5
c--149-_jpg.rf.7ba8afd86d487eba8359b4ce88ff4fee.jpg,563,537,Microplastic,458,192,519,257
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,218,69,241,91
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,159,94,179,115
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,40,89,80,134
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,373,101,394,125
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,335,113,358,140
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,184,120,208,150
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,314,142,339,167
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,0,147,23,177
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,469,172,496,199
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,75,180,88,201
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,404,199,432,231
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,285,259,309,275
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,335,262,362,283
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,149,270,195,317
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,375,287,397,311
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,55,315,76,340
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,249,317,266,352
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,149,334,178,358
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,112,339,132,359
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,385,347,418,367
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,7,349,31,381
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,435,354,462,378
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,362,374,404,405
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,282,387,312,419
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,145,412,169,435
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,217,410,247,439
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,152,445,192,481
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,122,482,152,508
138_jpg.rf.7e7286a215caebac413c3ac6c5ed0150.jpg,563,537,Microplastic,59,522,96,536
a--69-_jpg.rf.83a59ec8aba194c5e90237eec3e0be07.jpg,563,537,Microplastic,66,188,139,261
a--69-_jpg.rf.83a59ec8aba194c5e90237eec3e0be07.jpg,563,537,Microplastic,219,219,286,275
a--69-_jpg.rf.83a59ec8aba194c5e90237eec3e0be07.jpg,563,537,Microplastic,203,435,291,530
b--70-_jpg.rf.844a1e1c7f84d258351b691890f46e2c.jpg,563,537,Microplastic,320,13,356,38
b--70-_jpg.rf.844a1e1c7f84d258351b691890f46e2c.jpg,563,537,Microplastic,14,0,44,43
b--70-_jpg.rf.844a1e1c7f84d258351b691890f46e2c.jpg,563,537,Microplastic,26,0,61,28
b--70-_jpg.rf.844a1e1c7f84d258351b691890f46e2c.jpg,563,537,Microplastic,330,233,347,255
b--70-_jpg.rf.844a1e1c7f84d258351b691890f46e2c.jpg,563,537,Microplastic,332,200,352,219
b--70-_jpg.rf.844a1e1c7f84d258351b691890f46e2c.jpg,563,537,Microplastic,199,121,218,142
b--70-_jpg.rf.844a1e1c7f84d258351b691890f46e2c.jpg,563,537,Microplastic,134,312,145,330
b--70-_jpg.rf.844a1e1c7f84d258351b691890f46e2c.jpg,563,537,Microplastic,54,353,85,370
b--70-_jpg.rf.844a1e1c7f84d258351b691890f46e2c.jpg,563,537,Microplastic,369,512,396,536
b--70-_jpg.rf.844a1e1c7f84d258351b691890f46e2c.jpg,563,537,Microplastic,239,442,261,465
b--70-_jpg.rf.844a1e1c7f84d258351b691890f46e2c.jpg,563,537,Microplastic,173,468,191,490
b--70-_jpg.rf.844a1e1c7f84d258351b691890f46e2c.jpg,563,537,Microplastic,439,459,456,479
b--70-_jpg.rf.844a1e1c7f84d258351b691890f46e2c.jpg,563,537,Microplastic,484,267,504,290
d--61-_jpg.rf.846526672728e3b39e8036de5ec417bd.jpg,563,537,Microplastic,352,82,469,189
d--61-_jpg.rf.846526672728e3b39e8036de5ec417bd.jpg,563,537,Microplastic,85,236,200,351
d--61-_jpg.rf.846526672728e3b39e8036de5ec417bd.jpg,563,537,Microplastic,394,306,514,406
d--61-_jpg.rf.846526672728e3b39e8036de5ec417bd.jpg,563,537,Microplastic,56,468,202,536
a--96-_jpg.rf.8395670294171d6f55dd7890d1ec1513.jpg,563,537,Microplastic,148,117,236,203
a--96-_jpg.rf.8395670294171d6f55dd7890d1ec1513.jpg,563,537,Microplastic,113,209,173,295
a--96-_jpg.rf.8395670294171d6f55dd7890d1ec1513.jpg,563,537,Microplastic,0,229,54,302
a--96-_jpg.rf.8395670294171d6f55dd7890d1ec1513.jpg,563,537,Microplastic,301,258,382,328
a--96-_jpg.rf.8395670294171d6f55dd7890d1ec1513.jpg,563,537,Microplastic,162,410,222,468
a--64-_jpg.rf.795308943bf5527c15d98cd657fbc407.jpg,563,537,Microplastic,119,233,190,305
a--64-_jpg.rf.795308943bf5527c15d98cd657fbc407.jpg,563,537,Microplastic,194,275,261,350
a--64-_jpg.rf.795308943bf5527c15d98cd657fbc407.jpg,563,537,Microplastic,291,294,352,369
a--64-_jpg.rf.795308943bf5527c15d98cd657fbc407.jpg,563,537,Microplastic,30,84,122,181
a--64-_jpg.rf.795308943bf5527c15d98cd657fbc407.jpg,563,537,Microplastic,286,0,370,71
187_jpg.rf.7f833781344024db5ea914b4f28b2501.jpg,563,537,Microplastic,222,105,236,130
187_jpg.rf.7f833781344024db5ea914b4f28b2501.jpg,563,537,Microplastic,269,124,316,162
187_jpg.rf.7f833781344024db5ea914b4f28b2501.jpg,563,537,Microplastic,309,134,340,166
187_jpg.rf.7f833781344024db5ea914b4f28b2501.jpg,563,537,Microplastic,64,147,95,180
187_jpg.rf.7f833781344024db5ea914b4f28b2501.jpg,563,537,Microplastic,80,174,118,215
